KHOI,CAP0,PRODUCT_CODE,CAP1,CAP2,CAP3,CAP4,CAP1_VN,CAP2_VN,CAP3_VN,CAP4_VN,TRANSACTION_DATE,SPKHCN,KHOI_CAP1,SP_KHCN
INDIV,HDV&TT,12314,TKTK/TGCKH,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIET KIEM TICH LUY TIEU DUNG,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm tích lũy tiêu dùng,2022-03-09 00:00:00.0000000,TKTK/TGCKH,INDIV,TKTK/TGCKH
TOAN_HANG,,12314,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm tích lũy tiêu dùng,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm tích lũy tiêu dùng,2021-01-01 00:00:00.0000000,,,
TCKT,,12314,HUY DONG,,,,Huy động,Huy động có kỳ hạn,Huy động có kỳ hạn,Tiết kiệm tích lũy tiêu dùng,2023-07-26 00:00:00.0000000,,,
INDIV,HDV&TT,12122,TKTK/TGCKH,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIEN GUI CKH/TIET KIEM TRA LAI CUOI KY (QUA ATM) SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi CKH/Tiết kiệm trả lãi cuối kỳ (qua ATM) SP SO,2022-03-09 00:00:00.0000000,TKTK/TGCKH,INDIV,TKTK/TGCKH
INDIV,DU NO,22711,CV BĐS,CHO VAY TRANG BI NOI THAT,CHO VAY TRANG BI NOI THAT,CHO VAY TRANG BI NOI THAT,Cho vay bất động sản,Cho vay trang bị nội thất,Cho vay trang bị nội thất,Cho vay trang bị nội thất,2022-03-09 00:00:00.0000000,CV NHA DAT,INDIV,CV NHA DAT
TCKT,,22711,CHO VAY,,,,Cho vay,CV Nhà đất,CV Nhà đất,Cho vay trang bi noi that,2023-07-26 00:00:00.0000000,,,
TCKT,,61151,BAO HIEM,,,,Bảo hiểm,MBAL,Mô hình IC/IRM MBAL 4,Mô hình IC/IRM MBAL 4,2023-07-26 00:00:00.0000000,,,
TCKT,,15241,HUY DONG,,,,Huy động,Huy động không kỳ hạn,Huy động không kỳ hạn,Thu hộ tiền điện,2023-07-26 00:00:00.0000000,,,
INDIV,HDV&TT,12123,TKTK/TGCKH,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,DAU TU SO TRA LAI DINH KY (QUA EMB) SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Dau tu so tra lai dinh ky (qua eMB) SP SO,2022-03-09 00:00:00.0000000,TKTK/TGCKH,INDIV,TKTK/TGCKH
CIB,HUY_DONG,12123,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,DAU TU SO TRA LAI DINH KY (QUA EMB) SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Dau tu so tra lai dinh ky (qua eMB) SP SO,2021-01-01 00:00:00.0000000,,,
SME,HUY_DONG,12123,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,DAU TU SO TRA LAI DINH KY (QUA EMB) SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Dau tu so tra lai dinh ky (qua eMB) SP SO,2021-01-01 00:00:00.0000000,,,
TCKT,,62212,BAO HIEM,,,,Bảo hiểm,MBAL,Mô hình IC/IRM MBAL 12 2020 SP,Mô hình IC/IRM MBAL 12 2020 SP,2023-07-26 00:00:00.0000000,,,
TCKT,,23151,CHO VAY,,,,Cho vay,Thấu chi,CV Thấu chi không TSĐB,Cho vay thấu chi,2023-07-26 00:00:00.0000000,,,
TOAN_HANG,,12123,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Dau tu so tra lai dinh ky (qua eMB) SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Dau tu so tra lai dinh ky (qua eMB) SP SO,2021-01-01 00:00:00.0000000,,,
INDIV,DU NO,24321,CV DT - KD CHUNG KHOAN,CHO VAY NHA DAU TU CHUNG KHOAN MBS,CHO VAY M-CREDIT,M-CREDIT MUC DICH CHUNG KHOAN,Cho vay đầu tư chứng khoán,Cho vay nhà đầu tư chứng khoán MBS,Cho vay M-Credit,,2022-03-09 00:00:00.0000000,CV CK,INDIV,CV CK
TCKT,,1611,DOANH THU THUAN CKH,,,,Doanh thu thuan CKH,Doanh thu thuan CKH,Doanh thu thuan CKH,Doanh thu thuan CKH,2023-07-26 00:00:00.0000000,,,
TCKT,,24321,CHO VAY,,,,Cho vay,CV Chứng khoán,CV Chứng khoán,Cho vay M-Credit,2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,21311,CV BĐS,CHO VAY XAY DUNG/SUA CHUA,"CHO VAY XAY DUNG/SUA CHUA NHA DAT, NHA DU AN DE KINH DOANH","CHO VAY XAY DUNG, SUA CHUA NHA DE KINH DOANH",Cho vay bất động sản,Cho vay xây dựng/sửa chữa,"Cho vay xây dựng/sửa chữa nhà đất, nhà dự án để kinh doanh","Cho vay xây dựng, sửa chữa nhà để kinh doanh",2022-03-09 00:00:00.0000000,CV NHA DAT,INDIV,CV NHA DAT
TCKT,,1612,DOANH THU THUAN TU TIN DUNG,,,,Doanh thu thuan tu tin dung,Doanh thu thuan tu tin dung,Doanh thu thuan tu tin dung,Doanh thu thuan tu tin dung,2023-07-26 00:00:00.0000000,,,
TCKT,,21311,CHO VAY,,,,Cho vay,CV Nhà đất,CV Nhà đất,"Cho vay xây dựng, sửa chữa nhà để kinh doanh",2023-07-26 00:00:00.0000000,,,
INDIV,HDV&TT,12315,TKTK/TGCKH,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIET KIEM HUU TRI,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm hưu trí,2022-03-09 00:00:00.0000000,TKTK/TGCKH,INDIV,TKTK/TGCKH
TOAN_HANG,,12315,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm hưu trí,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm hưu trí,2021-01-01 00:00:00.0000000,,,
TCKT,,12315,HUY DONG,,,,Huy động,Huy động có kỳ hạn,Huy động có kỳ hạn,Tiết kiệm hưu trí,2023-07-26 00:00:00.0000000,,,
TCKT,,16512,KIEU HOI,,,,Kiều hối,DS Chiều về ,Chi trả tại nhà,Chi trả tại nhà,2023-07-26 00:00:00.0000000,,,
TCKT,,15411,HUY DONG,,,,Huy động,Huy động không kỳ hạn,Huy động không kỳ hạn,Dịch vụ thanh toán và dịch vụ TK khác (bao gồm chuyển tiền quốc tế chiều đi),2023-07-26 00:00:00.0000000,,,
TCKT,,23242,CHO VAY,,,,Cho vay,Tín chấp ,CV Tín chấp,Cho vay tín chấp hợp tác qua Kho bạc,2023-07-26 00:00:00.0000000,,,
TCKT,,15441,HUY DONG,,,,Huy động,Huy động không kỳ hạn,Huy động không kỳ hạn,Dịch vụ tra cứu bảo lãnh online,2023-07-26 00:00:00.0000000,,,
TCKT,,26111,CHO VAY,,,,Cho vay,CV Visa,CV Visa,CHO VAY THE TIN DUNG QUOC TE MB VISA,2023-07-26 00:00:00.0000000,,,
TCKT,,16213,KIEU HOI,,,,Kiều hối,DS Chiều về ,Chuyển tiền xuất khẩu lao động,Chuyển tiền xuất khẩu lao động,2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,26111,CV THE TD,CHO VAY THE TIN DUNG DANH CHO KHCN,CHO VAY THE TIN DUNG QUOC TE DANH CHO KHCN,CHO VAY THE TIN DUNG QUOC TE MB VISA,Cho vay thẻ tín dụng,Cho vay thẻ tín dụng dành cho KHCN,Cho vay thẻ tín dụng quốc tế dành cho KHCN,Cho vay thẻ tín dụng quốc tế MB Visa,2022-03-09 00:00:00.0000000,CV THE VISA,INDIV,CV THE TD
TCKT,,62211,BAO HIEM,,,,Bảo hiểm,MBAL,Mô hình IC/IRM MBAL 12,Mô hình IC/IRM MBAL 12,2023-07-26 00:00:00.0000000,,,
CIB,DU_NO,53115,CHO VAY DAU TU TSCD VA DU AN,CHO VAY MUA PHUONG TIEN VAN TAI,CHO VAY MUA O TO DI LAI,CHO VAY MUA O TO CU,,Cho vay mua phương tiện vận tải,Cho vay mua ô tô đi lại,Cho vay mua ô tô cũ,2021-01-01 00:00:00.0000000,,,
SME,DU_NO,53115,CHO VAY DAU TU TSCD VA DU AN,CHO VAY MUA PHUONG TIEN VAN TAI,CHO VAY MUA O TO DI LAI,CHO VAY MUA O TO CU,Cho vay đầu tư TSCĐ và dự án,Cho vay mua phương tiện vận tải,Cho vay mua ô tô đi lại,Cho vay mua ô tô cũ,2021-01-01 00:00:00.0000000,,,
CIB,HUY_DONG,13112,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIEN GUI CKH/TIET KIEM SO (QUA QUAY GIAO DICH) SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi CKH/Tiết kiệm số (qua quầy giao dịch) SP SO,2021-01-01 00:00:00.0000000,,,
TCKT,,15711,HUY DONG,,,,Huy động,Huy động không kỳ hạn,Huy động không kỳ hạn,Dịch vụ thanh toán thông thường,2023-07-26 00:00:00.0000000,,,
TCKT,,13112,HUY DONG,,,,Huy động,Huy động có kỳ hạn,Huy động có kỳ hạn SP SO (KHCN trả),Tien gui CKH/Tiet kiem so qua quay giao dich SP SO,2023-07-26 00:00:00.0000000,,,
TOAN_HANG,,13112,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi CKH/Tiết kiệm số (qua quầy giao dịch) SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi CKH/Tiết kiệm số (qua quầy giao dịch) SP SO,2021-01-01 00:00:00.0000000,,,
SME,HUY_DONG,13112,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIEN GUI CKH/TIET KIEM SO (QUA QUAY GIAO DICH) SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi CKH/Tiết kiệm số (qua quầy giao dịch) SP SO,2021-01-01 00:00:00.0000000,,,
INDIV,DU NO,22211,CV KHAC,CHO VAY CHUNG MINH NANG LUC TAI CHINH,CHO VAY CHUNG MINH NANG LUC TAI CHINH,CHO VAY CHUNG MINH NANG LUC TAI CHINH,Cho vay khác (không bao gồm thẻ TD),Cho vay chứng minh năng lực tài chính,Cho vay chứng minh năng lực tài chính,Cho vay chứng minh năng lực tài chính,2022-03-09 00:00:00.0000000,CV TD TSDB,INDIV,CV KHAC
TCKT,,22211,CHO VAY,,,,Cho vay,CV Khác,CV Khác,Cho vay hình thành STK chứng minh tài chính,2023-07-26 00:00:00.0000000,,,
NHS,HDV&TT,13112,TKTK/TGCKH,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIEN GUI CKH/TIET KIEM SO (QUA QUAY GIAO DICH) SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi CKH/Tiết kiệm số (qua quầy giao dịch) SP SO,2022-03-09 00:00:00.0000000,TKTK/TGCKH,NHS,TKTK/TGCKH
TOAN_HANG,,11219,Tài khoản thanh toán,Tài khoản ký quỹ và chuyên dùng,Tài khoản chuyên dùng,Tài khoản chuyên dùng SP SO,Tài khoản thanh toán,Tài khoản ký quỹ và chuyên dùng,Tài khoản chuyên dùng,Tài khoản chuyên dùng SP SO,2021-01-01 00:00:00.0000000,,,
TCKT,,22521,CHO VAY,,,,Cho vay,Thấu chi,CV Thấu chi TSĐB,Cho vay thấu chi tiêu dùng (TSĐB khác),2023-07-26 00:00:00.0000000,,,
NHS,HDV&TT,11219,TKTT,TAI KHOAN KY QUY VA CHUYEN DUNG,TAI KHOAN CHUYEN DUNG,TAI KHOAN CHUYEN DUNG SP SO,Tài khoản thanh toán,Tài khoản ký quỹ và chuyên dùng,Tài khoản chuyên dùng,Tài khoản chuyên dùng SP SO,2022-03-09 00:00:00.0000000,TKTT,NHS,TKTT
INDIV,DU NO,22521,CV TIEU DUNG,CHO VAY TIEU DUNG CO TSDB,CHO VAY THAU CHI/RUT VON NHANH TIEU DUNG CO TSDB,CHO VAY THAU CHI/RUT VON NHANH TIEU DUNG CO TSDB,Cho vay tiêu dùng,Cho vay tiêu dùng có TSĐB,Cho vay thấu chi/rút vốn nhanh tiêu dùng có TSĐB,Cho vay thấu chi/rút vốn nhanh tiêu dùng có TSĐB,2022-03-09 00:00:00.0000000,CV THAU CHI,INDIV,CV TD TSDB
TCKT,,62251,BAO HIEM,,,,Bảo hiểm,MBAL,Mô hình EB MBAL 35,Mô hình EB MBAL 35,2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,22322,CV BĐS,CHO VAY MUA/THUE/THUE MUA/GOP VON NHA DU AN,CHO VAY THUE DAI HAN NHA DU AN,CHO THUE DAI HAN NHA DU AN DE O,Cho vay bất động sản,Cho vay mua/thuê/thuê mua/góp vốn nhà dự án,Cho vay thuê dài hạn nhà dự án,Cho thuê dài hạn nhà dự án để ở,2022-03-09 00:00:00.0000000,CV NHA DU AN,INDIV,CV NHA DU AN
TCKT,,22322,CHO VAY,,,,Cho vay,CV Nhà dự án,CV Nhà dự án,Cho vay thue dai han nha du an de o,2023-07-26 00:00:00.0000000,,,
TCKT,,21141,CHO VAY,,,,Cho vay,SXKD,CV SXKD quay vòng,"Cho vay đầu tư, chăm sóc cây cà phê",2023-07-26 00:00:00.0000000,,,
INDIV,"DAU TU, BAO HIEM, TU VAN, UY THAC DAI LY",61243,"SAN PHAM, DICH VU DAU TU",LIEN KET PHAN PHOI TRAI PHIEU DOANH NGHIEP,PHAN PHOI TRAI PHIEU DOANH NGHIEP VPBS,PHAN PHOI TRAI PHIEU DOANH NGHIEP VPBS,"Sản phẩm, dịch vụ đầu tư",Liên kết phân phối trái phiếu doanh nghiệp,Phân phối trái phiếu doanh nghiệp VPBS,Phân phối trái phiếu doanh nghiệp VPBS,2022-03-09 00:00:00.0000000,,INDIV,
TCKT,,21192,CHO VAY,,,,Cho vay,Tín chấp ,CV Tín chấp,Cho vay tín chấp SXKD,2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,21192,CV SXKD,CHO VAY SAN XUAT KINH DOANH THONG THUONG KHONG CO TSDB (TIN CHAP),CHO VAY SAN XUAT KINH DOANH THONG THUONG KHONG CO TSDB (TIN CHAP),CHO VAY THAU CHI/RUT VON NHANH SXKD - KHONG TSDB,Cho vay sản xuất kinh doanh,Cho vay sản xuất kinh doanh thông thường KHÔNG có TSĐB (tín chấp),Cho vay sản xuất kinh doanh thông thường KHÔNG có TSĐB (tín chấp),Cho vay thấu chi/rút vốn nhanh SXKD - không TSĐB,2022-03-09 00:00:00.0000000,CV SXKD,INDIV,CV SXKD
TOAN_HANG,,12417,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi có kì hạn tổ chức định danh cá nhân,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi có kì hạn tổ chức định danh cá nhân,2021-01-01 00:00:00.0000000,,,
TCKT,,61924,DOANH THU KHAC,,,,Doanh thu khác,,Doanh thu phí sản phẩm khác,Dịch vụ thanh toán giao dịch chuyển nhượng bất động sản,2023-07-26 00:00:00.0000000,,,
TCKT,,16000,KIEU HOI,,,,Kiều hối,DS Chiều về ,Dịch vụ chuyển tiền  kiều hối đi,Dịch vụ chuyển tiền  kiều hối đi,2023-07-26 00:00:00.0000000,,,
TCKT,,22522,CHO VAY,,,,Cho vay,Thấu chi,CV Thấu chi TSĐB,Cho vay thấu chi tiêu dùng (cầm cố GTCG),2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,22522,CV CC GTCG,"CHO VAY THAU CHI/RUT VON NHANH CAM CO GIAY TO CO GIA, TTK, HDTG, CCTG,…(GOI TAT LA GTCG)",CHO VAY THAU CHI/RUT VON NHANH CAM CO GTCG,CHO VAY THAU CHI/RUT VON NHANH CAM CO GTCG,"Cho vay cầm cố Giấy tờ có giá, TTK, HĐTG, CCTG,…(gọi tắt là GTCG)","Cho vay thấu chi/rút vốn nhanh cầm cố Giấy tờ có giá, TTK, HĐTG, CCTG,…(gọi tắt là GTCG)",Cho vay thấu chi/rút vốn nhanh cầm cố GTCG,Cho vay thấu chi/rút vốn nhanh cầm cố GTCG,2022-03-09 00:00:00.0000000,CV THAU CHI,INDIV,CV CC GTCG
CIB,HUY_DONG,12417,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIEN GUI CO KI HAN TO CHUC DINH DANH CA NHAN,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi có kì hạn tổ chức định danh cá nhân,2021-01-01 00:00:00.0000000,,,
SME,HUY_DONG,12417,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIEN GUI CO KI HAN TO CHUC DINH DANH CA NHAN,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi có kì hạn tổ chức định danh cá nhân,2021-01-01 00:00:00.0000000,,,
TCKT,,157,EBANKING,,,,Ebanking,Ebanking,eMB,eMB,2023-07-26 00:00:00.0000000,,,
SME,DU_NO,53119,CHO VAY DAU TU TSCD VA DU AN,CHO VAY MUA PHUONG TIEN VAN TAI,CHO VAY MUA O TO SAN XUAT KINH DOANH,CHO VAY MUA O TO PHUC VU SAN XUAT KINH DOANH,Cho vay đầu tư TSCĐ và dự án,Cho vay mua phương tiện vận tải,Cho vay mua ô tô sản xuất kinh doanh,Cho vay mua ô tô phục vụ sản xuất kinh doanh,2021-01-01 00:00:00.0000000,,,
CIB,DU_NO,53119,CHO VAY DAU TU TSCD VA DU AN,CHO VAY MUA PHUONG TIEN VAN TAI,CHO VAY MUA O TO SAN XUAT KINH DOANH,CHO VAY MUA O TO PHUC VU SAN XUAT KINH DOANH,,Cho vay mua phương tiện vận tải,Cho vay mua ô tô sản xuất kinh doanh,Cho vay mua ô tô phục vụ sản xuất kinh doanh,2021-01-01 00:00:00.0000000,,,
TCKT,,22141,CHO VAY,,,,Cho vay,CV Ô tô,CV Ô tô,Cho vay tái tài trợ ô tô tiêu dùng,2023-07-26 00:00:00.0000000,,,
INDIV,"DAU TU, BAO HIEM, TU VAN, UY THAC DAI LY",61242,"SAN PHAM, DICH VU DAU TU",LIEN KET PHAN PHOI TRAI PHIEU DOANH NGHIEP,LK PHAN PHOI TPDN NGOAI TAP DOAN,LK PHAN PHOI TPDN NGOAI TAP DOAN,"Sản phẩm, dịch vụ đầu tư",Liên kết phân phối trái phiếu doanh nghiệp,LK phân phối TPDN ngoài Tap Doan,LK phân phối TPDN ngoài Tap Doan,2022-03-09 00:00:00.0000000,,INDIV,
NHS,DU NO,23313,CV TIEU DUNG,CHO VAY TIEU DUNG KHONG CO TSDB,CHO VAY THAU CHI TIEU DUNG KHONG CO TSDB,VAY SIEU NHANH TU THE TIN DUNG SP SO,Cho vay tiêu dùng,Cho vay tiêu dùng không có TSĐB,Cho vay thấu chi tiêu dùng không có TSĐB,Vay siêu nhanh từ thẻ tín dụng SP SO,2022-03-09 00:00:00.0000000,CV THAU CHI,NHS,CV TIN CHAP
TCKT,,12311,HUY DONG,,,,Huy động,Huy động có kỳ hạn,Huy động có kỳ hạn,Tiết kiệm Nhân An 1,2023-07-26 00:00:00.0000000,,,
INDIV,HDV&TT,12311,TKTK/TGCKH,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIET KIEM NHAN AN 1,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm Nhân An 1,2022-03-09 00:00:00.0000000,TKTK/TGCKH,INDIV,TKTK/TGCKH
TOAN_HANG,,12311,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm Nhân An 1,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm Nhân An 1,2021-01-01 00:00:00.0000000,,,
TCKT,,15111,DICH VU TAI KHOAN SO DEP,,,,Dịch vụ tài khoản số đẹp,,Dịch vụ tài khoản số đẹp,Dịch vụ tài khoản số đẹp,2023-07-26 00:00:00.0000000,,,
NHS,DU NO,29213,CV TIEU DUNG,TIN DUNG THONG MINH KHONG TSBD KH PRIVATE,CHO VAY MON TIEU DUNG KHONG CO TSDB,CHO VAY GIAI NGAN APP KHCN,Cho vay tiêu dùng,Cho vay tiêu dùng không có TSĐB,Cho vay món tiêu dùng không có TSĐB,Cho vay giải ngân APP KHCN,2022-03-09 00:00:00.0000000,CV TIN CHAP,NHS,CV TIN CHAP
TCKT,,29213,CHO VAY,,,,Cho vay,Tín chấp ,CV Tín chấp,Vay tieu dung khong TSBD danh cho KHCN tren kenh so SP SO,2023-07-26 00:00:00.0000000,,,
CIB,BAO_LANH,31241,BAO LANH,BAO LANH,XAC NHAN THANH TOAN,XAC NHAN THANH TOAN,Bảo lãnh,Bảo lãnh,Xác nhận thanh toán,Xác nhận thanh toán,2021-01-01 00:00:00.0000000,,,
TCKT,,25151,CHO VAY,,,,Cho vay,CV STK,CV STK,Cho vay cầm cố thẻ tiết kiệm ngoại tệ,2023-07-26 00:00:00.0000000,,,
SME,BAO_LANH,31241,BAO LANH,BAO LANH,XAC NHAN THANH TOAN,XAC NHAN THANH TOAN,Bảo lãnh,Bảo lãnh,Xác nhận thanh toán,Xác nhận thanh toán,2021-01-01 00:00:00.0000000,,,
INDIV,DU NO,25151,CV CC GTCG,"CHO VAY THONG THUONG CAM CO GIAY TO CO GIA, TTK, HDTG, CCTG,…(GOI TAT LA GTCG)",CHO VAY CAM CO GTCG MO TAI QUAY,CHO VAY CAM CO GTCG TAI QUAY (GTCG NGOAI TE MO TAI QUAY),"Cho vay cầm cố Giấy tờ có giá, TTK, HĐTG, CCTG,…(gọi tắt là GTCG)","Cho vay thông thường cầm cố Giấy tờ có giá, TTK, HĐTG, CCTG,…(gọi tắt là GTCG)",Cho vay cầm cố GTCG mở tại quầy,Cho vay cầm cố GTCG tại quầy (GTCG ngoại tệ mở tại quầy),2022-03-09 00:00:00.0000000,CV STK,INDIV,CV CC GTCG
TCKT,,61921,DOANH THU KHAC,,,,Doanh thu khác,,Doanh thu phí sản phẩm khác,"Dịch vụ tư vấn (chua ps, check tu van phat hanh trai phieu cua CIB)",2023-07-26 00:00:00.0000000,,,
INDIV,"DAU TU, BAO HIEM, TU VAN, UY THAC DAI LY",61921,DICH VU TU VAN,DICH VU TU VAN TAI CHINH,DICH VU TU VAN TAI CHINH KHCN,DICH VU TU VAN TAI CHINH,Dịch vụ tư vấn,Dịch vụ tư vấn tài chính,Dịch vụ tư vấn tài chính KHCN,Dịch vụ tư vấn tài chính,2022-03-09 00:00:00.0000000,,INDIV,
INDIV,HDV&TT,13212,TKTK/TGCKH,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIET KIEM TREN FACEBOOK FANPAGE SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm trên Facebook Fanpage SP SO,2022-03-09 00:00:00.0000000,TKTK/TGCKH,INDIV,TKTK/TGCKH
NHS,DU NO,23311,CV TIEU DUNG,CHO VAY TIEU DUNG KHONG CO TSDB,CHO VAY THAU CHI TIEU DUNG KHONG CO TSDB,VAY SIEU NHANH THAU CHI KHONG TSBD SP SO,Cho vay tiêu dùng,Cho vay tiêu dùng không có TSĐB,Cho vay thấu chi tiêu dùng không có TSĐB,Vay siêu nhanh thấu chi không TSBĐ SP SO,2022-03-09 00:00:00.0000000,CV THAU CHI,NHS,CV TIN CHAP
